ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2021-03-14,47,38999,591,Self-Employed,Master,25,18475,60,Divorced,2,Mortgage,212,0.1880979868115992,3,2,0.1696585218163636,0,Home,0,14,6,1017,2704,107793,19571,3249.9166666666665,0.8833803066873496,3,88222,0.22797499999999998,0.23150056446960268,522.412977376384,0.22597901814191668,0,53.0
2021-03-15,50,24875,587,Employed,High School,28,24862,60,Married,4,Mortgage,653,0.44777489101701884,1,3,0.1356307964186081,0,Debt Consolidation,0,27,26,3732,420,143723,23112,2072.9166666666665,0.868322362333374,9,120611,0.23636200000000002,0.22752577046477787,697.3417784092956,0.6514211594336301,0,49.0
2021-03-16,49,31145,626,Employed,Bachelor,28,22960,48,Married,5,Own,347,0.5470097395510503,2,0,0.3118281355246752,0,Home,0,19,22,23208,4103,109714,21176,2595.4166666666665,0.9134447085995544,3,88538,0.20496000000000003,0.21681611879288964,719.4167175205648,0.41088459175619774,0,51.0
2021-03-17,43,68843,517,Employed,Bachelor,19,27202,60,Married,1,Mortgage,219,0.6442627834981264,3,0,0.5828381382091091,0,Debt Consolidation,0,18,6,12975,2285,346028,44068,5736.916666666667,0.6822703829764241,7,301960,0.273702,0.25833658155554035,811.764029175658,0.17967212861304555,1,44.800000000000004
2021-03-18,41,31311,608,Employed,Bachelor,21,34515,72,Married,2,Own,1215,0.285905309885128,4,0,0.2581734801820083,0,Other,1,30,23,14438,1151,134931,93667,2609.25,0.602559448263839,5,41264,0.24551499999999998,0.2699476461270697,972.4256049493897,0.8383350023759278,0,56.0
2021-03-19,39,43601,553,Unemployed,Bachelor,15,42296,60,Single,3,Other,238,0.4676522424861735,4,3,0.33091975943217317,0,Debt Consolidation,0,23,22,2221,1085,77821,6833,3633.4166666666665,0.8601358165927858,9,70988,0.270796,0.280297926105181,1317.680978428585,0.42815925646528796,0,57.0
2021-03-20,30,74331,549,Employed,High School,10,25406,96,Married,0,Mortgage,626,0.19704156509886503,3,1,0.059365822032560626,0,Education,0,29,8,2020,413,24027,145034,6194.25,0.9134017674564593,3,3503,0.285906,0.2915046611410079,685.6176283557666,0.21174760921108554,0,50.0
2021-03-21,36,33354,627,Employed,Bachelor,15,12904,120,Married,3,Own,274,0.19317729258140445,1,0,0.004275112333316736,0,Education,0,25,2,5350,346,55849,88367,2779.5,0.7945835126717801,3,3357,0.254404,0.22751062274305392,273.3512674502458,0.1969243631769188,0,51.0
2021-03-22,19,39484,596,Employed,Bachelor,0,19253,120,Single,2,Rent,431,0.4877268723610493,3,1,0.11410917397101565,0,Auto,0,22,24,1742,450,48748,16532,3290.3333333333335,0.8019523110500575,5,32216,0.27625299999999997,0.2973198725474474,503.7363452029241,0.28408560790282367,0,52.0
2021-03-23,38,50928,577,Employed,High School,17,13330,60,Single,2,Other,256,0.30705282577491944,0,0,0.37306987587649015,0,Home,0,33,4,6058,618,75610,29710,4244.0,0.6649597350873585,0,45900,0.22983000000000003,0.2543726176894083,394.6776611530839,0.1533170737872488,0,57.0
2021-03-24,28,15000,449,Employed,Associate,4,51453,96,Single,0,Rent,217,0.5774005672187706,3,0,0.14830824471056286,0,Debt Consolidation,0,23,2,7885,1564,17146,81422,1250.0,0.8705491577243716,10,1597,0.361953,0.4005814629110766,1794.3044022064614,1.609043521765169,0,57.0
2021-03-25,26,15000,573,Employed,High School,2,59498,48,Single,3,Rent,523,0.05698560425436918,2,2,0.15311677381909025,0,Auto,1,27,9,26680,429,104658,43153,1250.0,0.8915011140079249,5,61505,0.267998,0.26408776576194537,2019.819754277908,2.0342558034223264,0,56.0
2021-03-26,42,55131,571,Employed,Associate,18,30490,84,Married,1,Own,494,0.5018359322377122,4,0,0.12885691052377388,0,Education,0,26,5,801,736,32970,39442,4594.25,0.9223540297033683,2,6951,0.26999,0.2768507105265141,824.8529352636776,0.28706599233034286,0,53.0
2021-03-27,56,66291,595,Employed,High School,32,33834,96,Single,3,Mortgage,715,0.23567536706239367,4,1,0.4097079968579511,0,Auto,0,27,19,8545,2433,83467,66704,5524.25,0.6443859964896382,4,16763,0.271334,0.274262213624956,873.0216641367475,0.28746375781992983,0,56.0
2021-03-28,51,183518,641,Employed,Associate,31,24971,96,Single,1,Own,396,0.36970775908343245,3,0,0.3246172903725738,0,Home,0,20,28,1845,279,36748,4875,15293.166666666666,0.6794482130154889,4,31873,0.239471,0.1915768,510.181261490868,0.05925399763451224,1,39.2
2021-03-29,21,54918,598,Employed,Bachelor,0,26450,72,Married,0,Mortgage,1224,0.2737248321156162,1,3,0.40154678567295643,0,Debt Consolidation,1,28,19,13612,291,52556,8991,4576.5,0.9772375388061668,5,43565,0.24245,0.2610732213185667,730.5653117417393,0.42708736190139607,0,62.0
2021-03-30,28,83661,576,Unemployed,Bachelor,7,9909,48,Divorced,4,Other,461,0.3211832038366733,5,1,0.6612848462761728,0,Auto,0,24,9,4309,903,24157,19088,6971.75,0.6009040516261249,4,5069,0.21690900000000002,0.20985716464767135,306.7629496075282,0.11012485381827061,1,48.800000000000004
2021-03-31,51,42507,606,Unemployed,Bachelor,26,21227,36,Single,3,Other,535,0.3357599583580229,2,0,0.2738549543407005,0,Debt Consolidation,0,30,5,3459,1189,25616,62814,3542.25,0.7824878988191921,7,3059,0.203227,0.20463659455278596,793.8951359660151,0.37515565981114124,0,55.0
2021-04-01,28,53703,583,Employed,Master,8,14177,36,Single,5,Own,204,0.39810697343256224,2,0,0.473814388438965,0,Other,0,22,16,7782,1094,98510,130406,4475.25,0.6674317960974546,2,3999,0.207677,0.18746054663647937,517.853955756922,0.16129913541297625,1,44.800000000000004
2021-04-02,37,118048,605,Employed,High School,13,25353,72,Divorced,1,Mortgage,296,0.16417181455124424,2,3,0.4007536736839932,0,Debt Consolidation,1,25,26,7969,3731,151251,43547,9837.333333333334,0.8870013416464907,20,107704,0.23785299999999998,0.19790441229520392,604.2002670064968,0.09150856604159292,1,42.400000000000006
2021-04-03,46,15000,598,Employed,High School,22,21379,36,Married,2,Own,523,0.08857861655105778,2,2,0.39788038598192493,0,Home,0,19,7,2065,454,56763,13202,1250.0,0.6340390728290148,7,43561,0.207379,0.21973522675825496,816.1808882238869,1.0713447105791096,0,56.0
2021-04-04,28,58909,456,Employed,Master,2,58303,48,Divorced,2,Mortgage,386,0.44329782823458636,1,0,0.2754838704954215,0,Debt Consolidation,0,23,2,3321,308,208768,20624,4909.083333333333,0.7882963029573598,4,188144,0.325303,0.3515387582773049,2277.5670485618157,0.542579310168935,0,53.0
2021-04-05,41,171447,610,Employed,High School,19,34832,60,Single,2,Mortgage,443,0.21394160412288082,3,3,0.826512539028704,0,Education,0,26,14,1650,156,165014,10678,14287.25,0.8971171546805404,6,154336,0.23483199999999999,0.2304148435055568,982.7608657669269,0.09979253290639746,1,39.2
2021-04-06,23,61344,609,Employed,Doctorate,0,25393,60,Single,0,Mortgage,268,0.08597264913052767,1,1,0.46860655032316045,0,Home,0,24,22,3480,831,75960,12578,5112.0,0.9587046568451536,4,63382,0.225893,0.23302844751257076,720.2658186436072,0.193322734476449,1,40.0
2021-04-07,32,134152,512,Employed,Master,5,19274,96,Single,0,Mortgage,428,0.10990360592808943,7,1,0.41514104370701677,0,Home,1,19,1,7669,1556,22253,10618,11179.333333333334,0.9281827330775723,6,11635,0.29827400000000004,0.2619360587554175,481.2628695947247,0.0813342658710768,1,50.400000000000006
2021-04-08,43,39290,582,Employed,Bachelor,22,50919,60,Single,4,Mortgage,428,0.26276955763545845,5,1,0.2258657717891291,0,Home,0,22,8,14046,1635,76723,38332,3274.1666666666665,0.5266704352061202,2,38391,0.264919,0.263992498843137,1536.597204651575,0.6000296883639323,0,54.0
2021-04-09,20,48482,532,Employed,Doctorate,1,21699,72,Divorced,1,Rent,223,0.23793626442842547,1,1,0.2997239491755273,0,Home,0,21,17,479,907,84989,33743,4040.1666666666665,0.890662425209172,2,51246,0.270699,0.2793445965769859,624.179309397106,0.2096891983161848,0,51.0
2021-04-10,45,54010,617,Employed,High School,26,25999,60,Widowed,4,Mortgage,556,0.06434637601051724,1,1,0.538180175341298,0,Home,0,16,27,9443,750,102111,63697,4500.833333333333,0.6983042943213474,7,38414,0.222499,0.2514112283897409,765.2575886022495,0.2935584347940566,0,54.0
2021-04-11,39,15000,568,Employed,Associate,15,22496,72,Widowed,0,Own,172,0.3381500563573614,4,3,0.3484333348136549,0,Other,0,23,19,6394,1305,41866,27853,1250.0,0.6543861318972808,7,14013,0.25349599999999994,0.25575813604868325,613.9514623610288,0.628761169888823,0,56.0
2021-04-12,46,29262,613,Employed,Bachelor,27,17996,36,Divorced,5,Rent,442,0.11750280580574253,2,2,0.36952352524222803,0,Debt Consolidation,0,19,6,924,1351,29402,14942,2438.5,0.8584491073026708,2,14460,0.196496,0.17063943949524152,642.179333351853,0.4446091176345512,0,54.0
2021-04-13,42,28381,581,Unemployed,Associate,20,22432,36,Divorced,2,Rent,975,0.016935548879250813,2,0,0.29038722057407584,0,Debt Consolidation,0,22,14,613,406,11578,36214,2365.0833333333335,0.6029955554139008,5,4730,0.216932,0.25697077280947794,900.183342375084,0.7928614251964697,0,56.0
2021-04-14,56,88662,583,Employed,Master,33,8258,96,Married,3,Other,566,0.10900805994436409,3,1,0.377521779751201,0,Home,0,27,8,3048,1980,67227,73896,7388.5,0.8146249634500805,5,5899,0.251758,0.264220042020888,207.46728141746541,0.10468529219969756,0,53.0
2021-04-15,41,69833,590,Employed,High School,18,10159,60,Divorced,1,Rent,565,0.09877666814806382,1,0,0.2809367740383642,0,Home,0,30,11,2776,2004,54473,41384,5819.416666666667,0.6767234471998863,4,13089,0.220159,0.23067021832764892,286.7783202595053,0.14636833364045743,0,51.0
2021-04-16,34,65464,512,Employed,Bachelor,11,26234,60,Single,4,Mortgage,257,0.15154306102215198,9,2,0.4749176463713774,0,Auto,0,16,14,3166,226,201256,84773,5455.333333333333,0.6296023513956412,4,116483,0.27523400000000003,0.2703101023470363,801.5500854525716,0.1940394877402979,0,51.0
2021-04-17,41,94070,530,Employed,Bachelor,18,48247,48,Married,1,Mortgage,977,0.14126674946898493,4,0,0.33833710187570987,0,Debt Consolidation,0,23,10,13850,671,22354,28827,7839.166666666667,0.9237773270161044,4,5044,0.27824699999999997,0.23985124356167675,1572.544013152235,0.3252315101289127,0,52.0
2021-04-18,46,46964,591,Employed,Bachelor,21,26215,48,Married,2,Mortgage,803,0.159712109721616,2,0,0.2374451960758524,1,Other,0,34,17,660,365,57778,5299,3913.6666666666665,0.6783712779654589,6,52479,0.225715,0.22639523100881312,835.0603344879892,0.41854876104794886,0,62.0
2021-04-19,40,82355,440,Employed,High School,19,15364,60,Divorced,0,Mortgage,264,0.43388268834991683,4,0,0.4829295072128553,0,Debt Consolidation,0,27,12,977,925,20138,51613,6862.916666666667,0.7853617168403878,13,5237,0.30036399999999996,0.2878116592470796,485.63721823528965,0.10923012104697317,1,44.800000000000004
2021-04-20,40,52356,612,Employed,Associate,19,10706,24,Married,2,Rent,318,0.42431022096418886,4,1,0.24280276333683434,0,Debt Consolidation,0,23,26,761,556,306381,49424,4363.0,0.753689769430407,4,256957,0.17970599999999998,0.19485771010111066,542.2047780762513,0.19715901399868238,1,35.2
2021-04-21,31,60129,648,Employed,Master,10,32606,48,Divorced,3,Mortgage,755,0.23925649817207453,7,0,0.36423829491076065,0,Home,0,23,4,9602,1304,41761,121117,5010.75,0.9578362000326257,3,8299,0.203606,0.19180782147161632,978.0364815785122,0.34586368938352785,0,54.0
2021-04-22,32,29548,458,Employed,High School,8,16587,48,Married,0,Mortgage,990,0.39870716404718337,1,2,0.26569581637696116,0,Home,0,20,19,6044,346,15082,10111,2462.3333333333335,0.6835118173187816,4,4971,0.282587,0.25580187547375494,555.3583809493886,0.6275991800254724,0,54.0
2021-04-23,23,62614,578,Employed,Master,0,30382,48,Married,2,Mortgage,214,0.3212942727811855,2,1,0.16915187034045118,0,Home,0,23,27,3512,1623,62994,28012,5217.833333333333,0.9113101934141034,6,34982,0.236382,0.24017829028572646,990.8084521102476,0.2309020574523744,0,50.0
2021-04-24,60,47414,668,Employed,Bachelor,37,26767,60,Widowed,0,Own,244,0.2743428813785354,7,3,0.28150808187824783,0,Home,0,26,17,1788,11224,71730,26697,3951.1666666666665,0.7889596868017251,0,45033,0.19776699999999997,0.19017028676241132,694.601559009618,0.2375504852599531,0,47.0
2021-04-25,25,83217,568,Employed,Bachelor,0,27977,108,Single,4,Rent,375,0.28981081813131704,3,0,0.17733975138561103,0,Debt Consolidation,0,22,5,2439,1474,31630,17522,6934.75,0.7791550923116128,4,14108,0.288977,0.2771419868957679,706.1038656991216,0.15589658829793743,0,51.0
2021-04-26,31,23790,559,Employed,Bachelor,11,22399,60,Divorced,5,Other,136,0.18890672278953088,3,0,0.43219323269636223,1,Other,0,17,29,2039,3885,58614,5314,1982.5,0.6115961305935177,13,53300,0.24789899999999998,0.23887328830016513,642.9096355360667,0.3928926282653552,0,67.0
2021-04-27,31,21060,582,Unemployed,High School,5,26684,84,Married,1,Rent,407,0.42606266665299153,6,0,0.14101899162608186,0,Auto,1,29,24,5578,892,21650,15627,1755.0,0.6933979921730382,4,6023,0.260684,0.28364820980887717,733.8577790393222,0.6500614125580183,0,62.0
2021-04-28,50,75828,496,Employed,Bachelor,24,20749,60,Married,0,Rent,729,0.14999742120760443,0,3,0.32408729687463145,1,Debt Consolidation,0,31,14,20316,385,34314,17247,6319.0,0.9579392159912984,6,17067,0.27774899999999997,0.2443827628634519,602.1965729430088,0.21066570231729845,0,65.0
2021-04-29,36,39536,595,Employed,Master,12,16032,60,Divorced,2,Own,196,0.22644341491844897,7,1,0.35880798385193596,0,Home,0,22,7,997,750,34263,14469,3294.6666666666665,0.7346206612374412,6,19794,0.223532,0.22166629260126852,444.30660482428453,0.19434639968361528,0,56.0
2021-04-30,54,37291,504,Employed,Associate,28,13605,24,Married,0,Own,429,0.48668848899617917,4,1,0.5639700452889435,0,Debt Consolidation,0,20,3,1945,1877,882004,33094,3107.5833333333335,0.7994288798691307,3,848910,0.23660499999999998,0.21987104727797838,705.7156595595504,0.3651440807356897,1,44.0
2021-05-01,31,97747,594,Self-Employed,Doctorate,12,6684,24,Married,1,Rent,301,0.21629666578423337,3,1,0.15189679024633054,0,Education,0,24,5,2372,1051,182900,107177,8145.583333333333,0.9281860727965683,5,75723,0.184684,0.17142446412172224,330.929761906789,0.07757943612470428,1,41.6
2021-05-02,43,32919,565,Employed,Associate,22,20119,60,Married,0,Mortgage,915,0.10429669373729691,2,0,0.043608018643062324,0,Home,0,20,5,229,765,59889,46557,2743.25,0.6688149132173365,3,13332,0.24261899999999997,0.22068329721473884,556.4467974254459,0.536388151800035,0,52.0
2021-05-03,29,30751,522,Employed,High School,8,47084,48,Single,1,Other,303,0.40821874497567723,1,3,0.44820139866639847,0,Debt Consolidation,0,24,8,7176,2263,50659,9660,2562.5833333333335,0.8469965242601916,6,40999,0.281084,0.3222706939845543,1756.8336144728557,0.8038113678798824,0,59.0
2021-05-04,65,106731,523,Self-Employed,Associate,41,31730,72,Married,0,Rent,862,0.28308005125635455,5,0,0.4267241443928318,0,Home,0,18,22,3236,986,202689,61221,8894.25,0.8582629572730294,2,141468,0.28523,0.26732306450241844,888.7516017886521,0.19684083557226884,1,43.2
2021-05-05,25,127512,600,Employed,Doctorate,5,24682,48,Single,0,Rent,299,0.19535896331992328,4,0,0.07648411981415179,0,Auto,0,20,3,4431,216,190914,68530,10626.0,0.7625514657127835,8,122384,0.21968200000000002,0.2219030696247151,780.185314186446,0.10156082384589178,1,34.4
2021-05-06,43,133074,531,Employed,Associate,19,15260,84,Divorced,0,Mortgage,593,0.3661041144745446,7,1,0.35213534984323075,0,Debt Consolidation,0,29,23,1654,1965,42392,39921,11089.5,0.5574945653784606,6,2471,0.27476,0.3157069959599944,452.56188803235165,0.09428395220996001,1,41.6
2021-05-07,47,54735,595,Unemployed,Master,22,36267,108,Single,2,Rent,457,0.4968135011303861,1,2,0.056190215407837966,0,Auto,0,28,1,4442,1355,618401,113356,4561.25,0.8200432895263269,6,505045,0.283767,0.2915834118569741,952.4885471531701,0.30901365791245167,0,50.0
2021-05-08,44,132632,499,Employed,Master,20,20750,24,Married,2,Other,376,0.31660849563652876,3,2,0.45847328192598524,0,Debt Consolidation,0,29,2,2586,3329,42388,18766,11052.666666666666,0.8548348468044893,8,23622,0.24624999999999997,0.19978155793274507,1055.8664887493542,0.12954941390457997,1,46.400000000000006
2021-05-09,37,23667,576,Employed,Associate,14,48410,48,Divorced,0,Rent,271,0.3503029527523076,4,0,0.26220714051600086,0,Debt Consolidation,0,18,7,3201,1594,45533,196388,1972.25,0.8453556496619475,5,5740,0.25541,0.27376829474636605,1669.9751506720725,0.9841425532625542,0,55.0
2021-05-10,38,21813,553,Employed,High School,17,13486,60,Divorced,2,Rent,474,0.5138474471543159,3,0,0.575823087654585,0,Home,1,20,15,8967,591,105144,29217,1817.75,0.6848587637795397,9,75927,0.24198599999999998,0.218538827516107,371.34912987253256,0.46505247139184847,0,65.0
2021-05-11,40,15000,505,Employed,Bachelor,19,15138,36,Married,3,Mortgage,323,0.5443802061465666,5,1,0.27028062467780917,0,Auto,0,29,14,4306,1486,68703,2196,1250.0,0.8502760397159884,3,66507,0.247638,0.19976422264486224,562.400481235989,0.7083203849887912,0,53.0
2021-05-12,38,130983,539,Employed,Associate,13,14419,36,Married,0,Mortgage,285,0.15898944131829626,1,1,0.06099175977718277,0,Auto,0,24,13,668,956,35623,204318,10915.25,0.6923938933562042,6,4369,0.22991899999999998,0.238329325783981,564.4344448366722,0.07782088773382856,1,37.6
2021-05-13,51,34275,602,Employed,Bachelor,27,10498,72,Single,3,Mortgage,842,0.046384129785067105,3,3,0.33410453611674623,0,Auto,0,27,12,2727,1310,44913,6947,2856.25,0.6869460000513421,9,37966,0.224498,0.22189512848071133,264.95629636122237,0.3875558149185899,0,51.0
2021-05-14,66,42579,583,Employed,Associate,44,13786,120,Married,2,Rent,530,0.2405069584910061,2,2,0.021008497824792485,0,Education,1,26,29,9883,3110,32237,19972,3548.25,0.6523974671278507,2,12265,0.27728600000000003,0.2723919570317002,335.637567883375,0.2439618312924329,0,57.0
2021-05-15,33,23454,615,Employed,Associate,11,23193,72,Single,0,Own,556,0.191181882105568,2,1,0.21406355771813418,0,Home,0,22,18,2445,728,64448,14323,1954.5,0.747400942088739,6,50125,0.23069299999999998,0.23438569869536457,602.7178916107335,0.592846196782161,0,48.0
2021-05-16,23,69233,590,Employed,Bachelor,5,15427,48,Married,1,Other,331,0.24479528977796797,4,0,0.37425031329950886,0,Debt Consolidation,0,24,2,6364,817,50595,16726,5769.416666666667,0.8229215986484038,7,33869,0.215427,0.20439890583292614,473.07243360233076,0.13936806440899527,0,58.0
2021-05-17,38,39458,596,Self-Employed,Associate,18,3202,48,Married,1,Mortgage,367,0.32722937429379906,8,1,0.06990164998423315,0,Home,0,29,26,13936,100,93874,21944,3288.1666666666665,0.6774702946110044,2,71930,0.20020200000000002,0.20613729593682673,98.48811206212893,0.14156463441496142,1,41.6
2021-05-18,70,28310,627,Employed,Associate,44,37689,48,Married,2,Own,356,0.39882003875847627,2,1,0.32569974652292105,0,Home,0,28,7,7176,5786,77640,58017,2359.1666666666665,0.45247713711912296,4,19623,0.21918900000000002,0.23693734181384374,1222.3580025324202,0.6690320038992951,0,54.0
2021-05-19,30,58101,582,Employed,Associate,10,9489,48,Married,0,Mortgage,477,0.09964270049123182,5,1,0.18058983649675076,0,Debt Consolidation,0,25,10,4962,1082,24932,34880,4841.75,0.9645326121865334,7,4620,0.213489,0.20859610127781286,293.1174310300322,0.15905766118243037,0,49.0
2021-05-20,59,23744,548,Employed,Associate,36,29572,48,Married,5,Mortgage,556,0.44079382470272166,3,1,0.5281448620699408,0,Debt Consolidation,0,28,20,3709,590,36890,21871,1978.6666666666667,0.9551203522595128,5,15019,0.25057199999999996,0.2405010250149714,964.9207618252275,0.768659414669084,0,61.0
2021-05-21,60,35897,528,Employed,Bachelor,35,22372,36,Married,2,Mortgage,397,0.3676868247149218,3,1,0.44803901181778555,0,Other,0,27,25,2385,2808,179885,14040,2991.4166666666665,0.9266479166620263,7,165845,0.243372,0.22298547231523702,857.8559881666995,0.41948552408280343,0,53.0
